objectid,gmrap_id,coded_id,tract_name,name,name_other,name_group,includes,sitestatus,country,state_prov,latitude,longitude,dep_type,dep_subtype,age_ma,age_method,age_range,age_ref,comm_major,comm_minor,comm_trace,tonnage_mt,cu_pct,mo_pct,au_g_t,ag_g_t,con_cu_t,au_mo,comments,minerals,assd_rock,dev_status,ref_list,setting,study_area,short_ref,strat_age
331,9653,003pCu2001x,"Intermontane Island-Arc",BX,WJ,"Highland Valley Group","Group includes Ann, Bethlehem, Getty South, Highland Valley Copper, Highmont, IDE-AM, JA, Krain,and  Lornex deposits and BX, Getty West, Highmont West, Jericho, MER, Rateria, Victor, Wiz, and Yubet prospects.",prospect,Canada,"British Columbia",50.510605922,-120.935015428,"Porphyry copper",NA,208,"Inferred from U-Pb zircon age for Highland Valley Copper","208 Ma",unknown,Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Grades: 0.8 percent Cu.","bornite, chalcopyrite, molybdenite, pyrite","granodiorite, quartz diorite",Occurrence,"MINFILE BC (2009)","island arc","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)","Late Triassic"
332,9654,003pCu2002x,"Intermontane Island-Arc Cu-Au",Camp,Foe,,,prospect,Canada,"British Columbia",55.082505618,-124.58501763,"Porphyry copper",NA,183,"Inferred from U-Pb zircon age for Mount Milligan","183 Ma",unknown,Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Grades: 0.18 percent Cu.","bornite, chalcopyrite, magnetite, malachite, pyrite, pyrrhotite","augite-hornblende porphyry, diorite, monzonite, latite, syenite",Occurrence,"MINFILE BC (2009)","island arc","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)","Early Jurassic"
333,9655,003pCu2003,"Insular Mixed Island- and Continental Arc","Camp Lake",,,,prospect,Canada,"British Columbia",49.906949339,-125.615572001,"Porphyry copper",NA,-9999,"Geologic inference","post-Late Triassic(?)","geologic inference","Cu, Au, Ag",,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Hand trenching, geochem, ground mag, 576 m drilled, 7 holes (2004). Grades: 0.439 percent Cu, 0.0019 percent Mo, 0.163 g/t Au, 2.5 g/t Ag.","chalcopyrite, magnetite",granodiorite,Prospect,"MINFILE BC (2009); David Wilburn (written commun., 2008); Selkirk Metals Corp. (2008)",mixed,"British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)","post-Late Triassic(?)"
334,9663,003pCu2004x,"Cordilleran Continental Arc",Charlie,Tchaikazan,,,prospect,Canada,"British Columbia",51.17670562,-123.671416084,"Porphyry copper",NA,-9999,"Geologic inference",Cretaceous–Tertiary,"geologic inference","Au, Ag, Cu",Mo,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Grades: 13.68 percent Cu, 10.6 g/t Au, 13.68 g/t Ag.","altaite, arsenopyrite, chalcopyrite, galena, hessite, molybdenite, native gold, pyrite, sphalerite, tetrahedrite","porphyritic granodiorite",Occurrence,"MINFILE BC (2009)","continental margin","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)",Cretaceous–Tertiary
335,9664,003pCu2004x,"Cordilleran Continental Arc",Chita,Banner,,,prospect,Canada,"British Columbia",51.25000564,-123.535616085,"Porphyry copper",NA,-9999,"Geologic inference","Late Cretaceous","geologic inference","Cu, Mo",,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Grades: 0.29 percent Cu, 0.01 Mo.","bornite, chalcopyrite, molybdenite, pyrite, pyrrhotite","diorite, feldspar porphyry",Occurrence,"MINFILE BC (2009)","continental margin","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)","Late Cretaceous"
336,9666,003pCu2001x,"Intermontane Island-Arc",Clapper,Classic,,,prospect,Canada,"British Columbia",50.292205946,-120.636915313,"Porphyry copper",NA,-9999,"Geologic inference","Late Triassic–Early Jurassic","geologic inference","Cu, Au, Ag","Zn, Pb",,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Grades: 0.37 percent Cu, 3.68 g/t Au.","chalcocite, chalcopyrite, galena, malachite, pyrite, sphalerite","granodiorite, diorite",Occurrence,"MINFILE BC (2009)","island arc","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)","Late Triassic–Early Jurassic"
337,9667,003pCu2002x,"Intermontane Island-Arc Cu-Au",Clay,"Hawkins Lake, Hawk",,"Knob, Robby, South",prospect,Canada,"British Columbia",51.880305986,-120.921715843,"Porphyry copper",NA,-9999,"Geologic inference","Late Triassic–Early Jurassic","geologic inference","Cu, Au",,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Grades: 25 percent Cu, 102.9 g/t Au.","bornite, chalcocite, chalcopyrite, coloradoite, covellite, hessite, native gold","monzonite, granodiorite",Occurrence,"MINFILE BC (2009)","island arc","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)","Late Triassic–Early Jurassic"
338,9669,003pCu2002x,"Intermontane Island-Arc Cu-Au",Coke,"Coke, Ketchan Creek","Axe-Primer Group","Rum, Coke; Group includes Axe, Axe South zone, Axe West zone, Primer North zone deposits and Coke, Log, Man, Primer South zone, and Rum prospects.",prospect,Canada,"British Columbia",49.745605931,-120.532515142,"Porphyry copper",NA,-9999,"Geologic inference",Triassic,"geologic inference","Cu, Ag",,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Grades: 0.23 percent Cu.","bornite, chalcocite, chalcopyrite, molybdenite, pyrite, pyrrhotite","hornblende-augite microdiorite",Occurrence,"MINFILE BC (2009); Schroeter and others (2006); Schroeter and others (2007)","island arc","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)",Triassic
339,9670,003pCu2002x,"Intermontane Island-Arc Cu-Au",COL,Chuchi,,,prospect,Canada,"British Columbia",55.249205597,-124.759217728,"Porphyry copper",NA,183,"Inferred from U-Pb zircon age for Mount Milligan","183 Ma",unknown,"Cu, Au",,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Resource (not thoroughly characterized): 1.8 Mt at 0.6% Cu.","bornite, chalcopyrite, magnetite, malachite, pyrite","diorite, monzonite, syenite",Prospect,"MINFILE BC (2009)","island arc","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)","Early Jurassic"
340,9671,003pCu2004x,"Cordilleran Continental Arc","Coles Creek",,,,prospect,Canada,"British Columbia",53.533305231,-127.233317427,"Porphyry copper",NA,85,"unknown (mean)","86 Ma, 84 Ma","unknown (86 Ma); Sutherland Brown (1976, 84 Ma)","Cu, Mo",,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Grades: 0.25 percent Cu, 0.03 percent Mo, 0.24 g/t Au, 33 g/t Ag.","bornite, chalcopyrite, molybdenite, pyrite","porphyritic quartz monzonite stock",Occurrence,"Pilcher and McDougall (1976); Schroeter and others (2007); Callinan Mines Ltd. (2009); Sutherland Brown (1976)","continental margin","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)","Late Cretaceous"
341,9672,003pCu2004x,"Cordilleran Continental Arc",Colossus,,,,prospect,Canada,"British Columbia",50.531395411,-125.202516123,"Porphyry copper",NA,-9999,"Geologic inference",Jurassic–Cretaceous,"geologic inference","Cu, Mo, Ag","Au, Zn",,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Resource (not thoroughly characterized): 0.118 Mt at 2.5% Cu.","chalcopyrite, limonite, malachite, molybdenite, pyrite, sphalerite","granodiorite, diorite dike",Prospect,"MINFILE BC (2009)","continental margin","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)",Jurassic–Cretaceous
342,9673,003pCu2001x,"Intermontane Island-Arc","Copper Ace South",Bysouth,,"Copper Ace South",prospect,Canada,"British Columbia",52.616672844,-122.302794326,"Porphyry copper",NA,-9999,"Geologic inference","Early Jurassic","geologic inference",Cu,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Grades: 7.2 percent Cu.","azurite, chalcopyrite, malachite, pyrite","quartz diorite",Prospect,"MINFILE BC (2009); Schroeter and others (2007); DeGrace and others (2008); Copper Ridge Explorations Inc. (2008)","island arc","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)","Early Jurassic"
343,9674,003pCu2004x,"Cordilleran Continental Arc","Copper Canyon",Duke,,,prospect,Canada,"British Columbia",50.173105874,-121.204415378,"Porphyry copper",NA,-9999,"Geologic inference",Triassic–Jurassic–Cretaceous,"geologic inference","Cu, Ag, Au",,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Grades: 0.63 percent Cu.","azurite, chalcopyrite, malachite, pyrite","granodiorite, ranging from diorite to granite",Occurrence,"MINFILE BC (2009)","continental margin","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)",Triassic–Jurassic–Cretaceous
344,9675,003pCu2002x,"Intermontane Island-Arc Cu-Au","Copper Creek","Callison Copper",,"Dick Creek, Pyrrhotite Creek,",prospect,Canada,"British Columbia",58.219204622,-131.706120136,"Porphyry copper",NA,-9999,"Geologic inference","Late Triassic–Early Jurassic","geologic inference","Cu, Au, Ag","Pb, Zn",,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Grades: 1.04 percent Cu, 3.4 g/t Au.","chalcopyrite, galena, magnetite, pyrrhotite, pyrite, sphalerite","diorite, monzonite, syenite, granodiorite",Occurrence,"MINFILE BC (2009); Schroeter and others (2006); Schroeter and others (2007); Firesteel Resources Inc. (2008)","island arc","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)","Late Triassic–Early Jurassic"
345,9677,003pCu2004x,"Cordilleran Continental Arc","Copper Mountain (Trigger Lake)","Trigger Lake",,,prospect,Canada,"British Columbia",51.001705679,-123.139715945,"Porphyry copper",NA,-9999,"Geologic inference","Late Cretaceous","geologic inference","Cu, Ag, Mo","Zn, Pb",,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Grades: 0.28 percent Cu, 0.25 g/t Ag.","bornite, chalcopyrite, galena, molybdenite, pyrite, sphalerite","granodiorite, diorite",Occurrence,"MINFILE BC (2009)","continental margin","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)","Late Cretaceous"
346,9678,003pCu2004x,"Cordilleran Continental Arc","Copper Star","Chisholm Lake",,,prospect,Canada,"British Columbia",54.229205238,-127.267817699,"Porphyry copper",NA,48,"Inferred from K-Ar age for Berg","48 Ma",unknown,"Cu, Mo",,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Grades: 0.49 percent Cu.","bornite, chalcocite, chalcopyrite, molybdenite, pyrite","porphyritic quartz monzonite, granodiorite",Occurrence,"MINFILE BC (2009)","continental margin","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)",Eocene
347,9679,003pCu2004x,"Cordilleran Continental Arc","Copper zone",Bill,,,prospect,Canada,"British Columbia",51.039705652,-123.370815994,"Porphyry copper",NA,80,"Inferred from U-Pb zircon age for Fish Lake","80 Ma",unknown,"Cu, Mo, Au",,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Grades: 0.276 percent Cu, 0.023 Mo.","chalcopyrite, molybdenite, magnetite, native gold","granodiorite, quartz diorite, quartz monzonite",Occurrence,"MINFILE BC (2009)","continental margin","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)","Late Cretaceous"
348,9683,003pCu2004x,"Cordilleran Continental Arc",Croesus,"CR, Raven",,,prospect,Canada,"British Columbia",54.2877833,-126.816961656,"Porphyry copper",NA,-9999,"Geologic inference","Early Jurassic–Cretaceous–Paleocene–Eocene","geologic inference","Cu, Ag",,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Grades: 0.51 percent Cu, 0.016 percent Mo, 0.08 g/t Au, 9 g/t Ag.",,unspecified,Prospect,"MINFILE BC (2009); David Wilburn (written commun., 2008); Manson Creek Ltd. (2008)","continental margin","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)","Early Jurassic–Cretaceous–Paleocene–Eocene"
349,9684,003pCu2004x,"Cordilleran Continental Arc",Cyprus,"Mt. Nansen",,"Bull, Eek, Etzel, Me, Sen, TBR, Wedge, YU",prospect,Canada,"Yukon Territory",62.090003682,-137.198923188,"Porphyry copper",NA,58,unknown,"58 Ma","Sutherland Brown (1976)","Cu, Au, Mo",,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Grades: 0.35 percent Cu, 0.035 percent Mo.","chalcocite, chalcopyrite, molybdenite, pyrite","rhyodacite porphyry, quartz-feldspar porphyry",Prospect,"MINFILE YT (2009); Pilcher and McDougall (1976); Sutherland Brown (1976)","continental margin","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)",Paleocene
350,9686,003pCu2002x,"Intermontane Island-Arc Cu-Au","Deep Gulch",,"Copper Mountain Group","Group includes Alabama and Copper Mountain deposits and Deep Gulch, Duke of York, Fraser, Friday Creek, ILK, Jennie Silkman, June Bug, Marquis of Lorne, Oriole, Oronoco, Ray, Reco, Virginia, and Voigt prospects.",prospect,Canada,"British Columbia",49.314205905,-120.55721503,"Porphyry copper",NA,204,"Inferred from U-Pb zircon age for Copper Mountain","204 Ma (U-Pb zircon); 193 Ma (K-Ar)",unknown,"Cu, Au",,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Low-grade Cu-Au over 1- to 20-m widths in trenches, 3-m intervals in drill holes; 2400 m of trenches, 923 m core holes. Grades: 0.79 percent Cu, 1.37 g/t Au.","bornite, chalcocite, chalcopyrite, magnetite, malachite, pyrite","pyroxene diorite, monzodiorite, monzonite, syenite",Occurrence,"MINFILE BC (2009)","island arc","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)","Late Triassic–Early Jurassic"
351,9687,003pCu2002x,"Intermontane Island-Arc Cu-Au","Dick Creek",Star,,"Copper Creek, DK, DK Creek East, DK Creek west, DK Creek north, Star",prospect,Canada,"British Columbia",58.234444618,-131.733070148,"Porphyry copper",NA,-9999,"Geologic inference","Late Triassic","geologic inference","Cu, Au",,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Grades: 0.8 percent Cu, 0.73 g/t Au.","azurite, bornite, brochantite, chalcocite, chalcopyrite, magnetite, malachite, pyrite","quartz diorite",Occurrence,"MINFILE BC (2009)","island arc","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)","Late Triassic"
352,9688,003pCu2002x,"Intermontane Island-Arc Cu-Au",Discovery,Duckling,,,prospect,Canada,"British Columbia",55.828105534,-125.302518062,"Porphyry copper",NA,184,"Inferred from K-Ar age for Lorraine","184 Ma",unknown,"Cu, Au, Ag",,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Grades: 12.54 percent Cu.","bornite, chalcopyrite, covellite, magnetite, malachite, pyrite","pyroxenite, diorite, monzonite, syenite, hybrid rock",Occurrence,"MINFILE BC (2009)","island arc","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)","Early Jurassic"
353,9690,003pCu2004x,"Cordilleran Continental Arc",Dobbin,"Alfy, Bear",,,prospect,Canada,"British Columbia",50.002806031,-119.77831508,"Porphyry copper",NA,-9999,"Geologic inference",Paleozoic–Triassic–Jurassic–Cretaceous(?),"geologic inference","Cu, Pt, Mo",,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Grades: 0.3 percent Cu.","azurite, bornite, chalcopyrite, magnetite, malachite, molybdenite, pyrite","pyroxenite, gabbro, monzonite, quartz diorite",Occurrence,"MINFILE BC (2009)","continental margin","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)",Paleozoic–Triassic–Jurassic–Cretaceous(?)
354,9691,003pCu2002x,"Intermontane Island-Arc Cu-Au",Dorothy,Eldor,,,prospect,Canada,"British Columbia",55.88530553,-125.337518093,"Porphyry copper",NA,184,"Inferred from K-Ar age for Lorraine","184 Ma",unknown,"Cu, Mo, Zn","Pb, Au,",,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Grades: 0.75 percent Cu.","bornite, chalcopyrite, covellite, magnetite, molybdenite, pyrite, pyrrhotite","pyroxenite, microdiorite, diorite, monzonite, syenite",Occurrence,"MINFILE BC (2009)","island arc","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)","Early Jurassic"
355,9693,003pCu2001x,"Intermontane Island-Arc",Dot,Vimy,,,prospect,Canada,"British Columbia",50.321705923,-120.849415359,"Porphyry copper",NA,208,"Inferred from U-Pb zircon age for Highland Valley Copper","208 Ma",unknown,"Cu, Au, Ag",Mo,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Preliminary geologic resource (not thoroughly characterized): 2.93 Mt at 0.5% Cu.","bornite, chalcocite, chalcopyrite, covellite, covellite, molybdenite, native copper, pyrite","granodiorite, quartz monzodiorite","Past Producer","MINFILE BC (2009); DeGrace and others (2008); Dot Resources Ltd. (2009)","island arc","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)","Late Triassic"
356,9695,003pCu2002x,"Intermontane Island-Arc Cu-Au","Duke of York",Honeysuckle,"Copper Mountain Group","Group includes Alabama and Copper Mountain deposits and Deep Gulch, Duke of York, Fraser, Friday Creek, ILK, Jennie Silkman, June Bug, Marquis of Lorne, Oriole, Oronoco, Ray, Reco, Virginia, and Voigt prospects.",prospect,Canada,"British Columbia",49.346705908,-120.544415036,"Porphyry copper",NA,204,"Inferred from U-Pb zircon age for Copper Mountain","204 Ma",unknown,"Cu, Au",,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Grades: 0.37 percent Cu.","bornite, chalcocite, chalcopyrite, covellite, magnetite, pyrite","pyroxene diorite, monzodiorite, monzonite, syenite",Occurrence,"MINFILE BC (2009)","island arc","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)","Late Triassic"
357,9696,003pCu2002x,"Intermontane Island-Arc Cu-Au",Eagle,Nighthawk,,,prospect,Canada,"British Columbia",55.184205582,-124.862817717,"Porphyry copper",NA,183,"Inferred from U-Pb zircon age for Mount Milligan","183 Ma",unknown,"Cu, Au, Ag",Fe,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Grades: 0.87 percent Cu, 0.32 g/t Au, 3.85 g/t Ag.","bornite, chalcopyrite, magnetite, pyrite","diorite, monzonite, augite porphyry",Occurrence,"MINFILE BC (2009)","island arc","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)","Early Jurassic"
358,9697,003pCu2001x,"Intermontane Island-Arc",Eaglehead,"Eagle, Joy",,"Bornite, Camp, East, Pass zones",deposit,Canada,"British Columbia",58.483905009,-129.107219935,"Porphyry copper",NA,190,K-Ar,"190 Ma",unknown,"Cu, Au, Mo",Ag,,79.5,0.404,0.005,0.044,0.542,321000,9,"1982, resource estimated (not including peripheral Cu veins).","bornite, chalcocite, chalcopyrite, chrysocolla, cuprite, malachite, molybdenite, native copper, pyrite, tetrahedrite","granodiorite, quartz diorite",Prospect,"MINFILE BC (2009); Pilcher and McDougall (1976); Schroeter (1995); Schroeter and others (2007); Sinclair (2007); Singer and others (2008); Carmax Explorations Inc. (2009)","island arc","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)","Early Jurassic"
359,9699,003pCu2004x,"Cordilleran Continental Arc",Empress,"West Empress",,,prospect,Canada,"British Columbia",49.670805968,-120.175615059,"Porphyry molybdenum-copper",NA,166,"Pb-Pb zircon","166 Ma",unknown,"Mo, Cu",,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Grades: 0.0093 percent Cu, 0.0852 percent Mo.","chalcopyrite, molybdenite, pyrite","granodiorite, quartz monzonite",Occurrence,"MINFILE BC (2009)","continental margin","British Columbia and Yukon Territory","Mihalasky and others (2011, revised 2013)","Middle Jurassic"
